mechanism,rep,method,success,gradient_max,boundary,hessian_min,valid_se,nll,start_nll_range,item_rate,complete_rate,stationary,boundary_parameters
MCAR,35,MAR_ignorability,True,2.9787765467204074e-08,False,0.004407930525769144,True,1.4528552476807346,2.240430063693566e-13,0.7992666666666667,0.4874,True,
MCAR,35,selection_misspecified,True,1.229540957240427e-07,False,0.004395749346533148,True,2.6758728248567123,7.043254868221993e-13,0.7992666666666667,0.4874,True,
MCAR,35,candidate_saturated,True,5.044858438614241e-08,False,0.001990780832630641,True,2.675727229407207,3.084199562408685e-12,0.7992666666666667,0.4874,True,
MCAR,36,oracle,True,1.315881788026413e-08,False,0.007528782286467869,True,1.7970456258946603,3.9190872769268026e-13,0.7984,0.4864,True,
MCAR,36,MAR_ignorability,True,1.5129217695308838e-08,False,0.005064997933818983,True,1.449510316463855,3.956834859764058e-13,0.7984,0.4864,True,
MCAR,36,selection_misspecified,True,2.6868395260137847e-08,False,0.005042254770544355,True,2.6746196695783753,1.3486989303146402e-12,0.7984,0.4864,True,
MCAR,36,candidate_saturated,True,3.5855945034724e-08,False,0.0021711624464040317,True,2.6741588436861354,6.4148686362841545e-12,0.7984,0.4864,True,
MCAR,37,oracle,True,1.2238892375426858e-08,False,0.007604542210526693,True,1.7763068306210643,4.871658632055187e-13,0.7957333333333333,0.4814,True,
MCAR,37,MAR_ignorability,True,1.6704896207797583e-08,False,0.005173129467609114,True,1.4223440801178275,8.186784583585904e-13,0.7957333333333333,0.4814,True,
MCAR,37,selection_misspecified,True,3.302272444338818e-08,False,0.005195327011152904,True,2.6546740872894268,2.7973179328455444e-12,0.7957333333333333,0.4814,True,
MCAR,37,candidate_saturated,True,5.464185597929827e-08,False,0.0022186610939137815,True,2.6545845732305215,4.158007271826136e-12,0.7957333333333333,0.4814,True,
MCAR,38,oracle,True,3.192691221691746e-08,False,0.007509840696615972,True,1.7931403843491616,1.48991929904696e-13,0.8029333333333333,0.4976,True,
MCAR,38,MAR_ignorability,True,1.0071461134797726e-08,False,0.005378804346723636,True,1.4465354290077337,3.226308109560705e-13,0.8029333333333333,0.4976,True,
MCAR,38,selection_misspecified,True,3.3434081074518176e-08,False,0.005367135944086823,True,2.66062008041051,3.668176873361517e-13,0.8029333333333333,0.4976,True,
MCAR,38,candidate_saturated,True,8.778631288919313e-08,False,0.0024076580920207548,True,2.6603080430691683,8.173905996500253e-12,0.8029333333333333,0.4976,True,
MCAR,39,oracle,True,8.718009587173336e-09,False,0.006327021869036962,True,1.8129649630698859,3.26405569239796e-13,0.7999999999999999,0.4922,True,
MCAR,39,MAR_ignorability,True,1.4736115634281466e-08,False,0.004115111799103176,True,1.4607644010018142,3.3595348725157237e-13,0.7999999999999999,0.4922,True,
MCAR,39,selection_misspecified,True,6.410972653186661e-08,False,0.004086002483227969,True,2.682459561013479,2.5552893134772603e-12,0.7999999999999999,0.4922,True,
MCAR,39,candidate_saturated,True,5.675436903516129e-08,False,0.0017358811921250237,True,2.6818312070532624,1.0809131367750524e-11,0.7999999999999999,0.4922,True,
MCAR,40,oracle,True,2.8770027546804605e-08,False,0.0061006186794217345,True,1.7973545508150033,2.4003021792395884e-13,0.7978666666666667,0.485,True,
MCAR,40,MAR_ignorability,True,2.85413239740787e-08,False,0.004471334166230663,True,1.448909543122807,2.9598545836506673e-13,0.7978666666666667,0.485,True,
MCAR,40,selection_misspecified,True,3.6941642750487615e-08,False,0.004440701067216947,True,2.6759126362779933,1.3060663661690342e-12,0.7978666666666667,0.485,True,
MCAR,40,candidate_saturated,True,6.783386497080101e-08,False,0.002040352511529797,True,2.6752141968582133,1.2940759575030825e-12,0.7978666666666667,0.485,True,
MCAR,41,oracle,True,4.7284227022625916e-08,False,0.007301379473673506,True,1.812570669717253,1.1226575225009583e-12,0.8001999999999999,0.4864,True,
MCAR,41,MAR_ignorability,True,8.386819546502001e-09,False,0.004949226743481293,True,1.4616773466182982,6.272760089132134e-13,0.8001999999999999,0.4864,True,
MCAR,41,selection_misspecified,True,3.3235337053838524e-08,False,0.004938586205912109,True,2.681430529017127,9.352518759442319e-13,0.8001999999999999,0.4864,True,
MCAR,41,candidate_saturated,True,1.5211636240763937e-07,False,0.0020307226218314422,True,2.6810078109243185,6.361577931102147e-12,0.8001999999999999,0.4864,True,
MCAR,42,oracle,True,2.4790894195320103e-08,False,0.008363082550302738,True,1.7950431088689978,4.030109579389318e-12,0.8021333333333334,0.4956,True,
MCAR,42,MAR_ignorability,True,2.1376035052664214e-08,False,0.0057619814292541455,True,1.4475291202240985,1.9229062786507711e-13,0.8021333333333334,0.4956,True,
MCAR,42,selection_misspecified,True,3.891226210393506e-08,False,0.005779355944478661,True,2.6628023290814697,5.39168709678961e-12,0.8021333333333334,0.4956,True,
MCAR,42,candidate_saturated,True,1.2191859210588518e-07,False,0.0014457683357201902,True,2.662490141811301,1.1332712546163748e-11,0.8021333333333334,0.4956,True,
MCAR,43,oracle,True,1.1342967688587891e-08,False,0.007135820736733282,True,1.7926942123571763,3.681499549657019e-13,0.8000666666666666,0.4962,True,
MCAR,43,MAR_ignorability,True,1.3329044177115895e-08,False,0.004734095959624321,True,1.4508360305424044,6.559197629485425e-13,0.8000666666666666,0.4962,True,
MCAR,43,selection_misspecified,True,6.682356768350868e-08,False,0.004727712400721564,True,2.671656411989823,1.2865264409356314e-12,0.8000666666666666,0.4962,True,
MCAR,43,candidate_saturated,True,1.1285491919608148e-07,False,0.0020654628004036454,True,2.671080194999291,8.258282946371764e-12,0.8000666666666666,0.4962,True,
MCAR,44,oracle,True,7.147257942952123e-09,False,0.0070333244028252025,True,1.7930664172052901,4.092282068768327e-13,0.7968666666666667,0.4832,True,
